year,city,month,overnight_stays,bezirk,nr
2000,Pettnau,12,614,IL,339
2000,Pfaffenhofen,1,1209,IL,340
2000,Pfaffenhofen,2,1935,IL,340
2000,Pfaffenhofen,3,745,IL,340
2000,Pfaffenhofen,4,60,IL,340
2000,Pfaffenhofen,5,503,IL,340
2000,Pfaffenhofen,6,1193,IL,340
2000,Pfaffenhofen,7,1920,IL,340
2000,Pfaffenhofen,8,1833,IL,340
2000,Pfaffenhofen,9,1166,IL,340
2000,Pfaffenhofen,10,283,IL,340
2000,Pfaffenhofen,11,2,IL,340
2000,Pfaffenhofen,12,961,IL,340
2000,Pfons,1,1633,IL,341
2000,Pfons,2,2146,IL,341
2000,Pfons,3,1668,IL,341
2000,Pfons,4,1493,IL,341
2000,Pfons,5,1816,IL,341
2000,Pfons,6,2167,IL,341
2000,Pfons,7,3590,IL,341
2000,Pfons,8,2507,IL,341
2000,Pfons,9,2094,IL,341
2000,Pfons,10,1470,IL,341
2000,Pfons,11,1020,IL,341
2000,Pfons,12,1722,IL,341
2000,Polling in Tirol,1,0,IL,342
2000,Polling in Tirol,2,0,IL,342
2000,Polling in Tirol,3,0,IL,342
2000,Polling in Tirol,4,0,IL,342
2000,Polling in Tirol,5,0,IL,342
2000,Polling in Tirol,6,12,IL,342
2000,Polling in Tirol,7,14,IL,342
2000,Polling in Tirol,8,0,IL,342
2000,Polling in Tirol,9,24,IL,342
2000,Polling in Tirol,10,0,IL,342
2000,Polling in Tirol,11,0,IL,342
2000,Polling in Tirol,12,0,IL,342
2000,Ranggen,1,102,IL,343
2000,Ranggen,2,106,IL,343
2000,Ranggen,3,78,IL,343
2000,Ranggen,4,10,IL,343
2000,Ranggen,5,2,IL,343
2000,Ranggen,6,20,IL,343
2000,Ranggen,7,0,IL,343
2000,Ranggen,8,122,IL,343
2000,Ranggen,9,32,IL,343
2000,Ranggen,10,20,IL,343
2000,Ranggen,11,6,IL,343
2000,Ranggen,12,50,IL,343
2000,Reith bei Seefeld,1,25170,IL,344
2000,Reith bei Seefeld,2,24308,IL,344
2000,Reith bei Seefeld,3,18525,IL,344
2000,Reith bei Seefeld,4,3852,IL,344
2000,Reith bei Seefeld,5,5632,IL,344
2000,Reith bei Seefeld,6,16319,IL,344
2000,Reith bei Seefeld,7,21119,IL,344
2000,Reith bei Seefeld,8,24261,IL,344
2000,Reith bei Seefeld,9,17481,IL,344
2000,Reith bei Seefeld,10,11347,IL,344
2000,Reith bei Seefeld,11,4066,IL,344
2000,Reith bei Seefeld,12,15691,IL,344
2000,Rinn,1,2315,IL,345
2000,Rinn,2,2221,IL,345
2000,Rinn,3,2612,IL,345
2000,Rinn,4,1700,IL,345
2000,Rinn,5,1911,IL,345
2000,Rinn,6,3806,IL,345
2000,Rinn,7,4990,IL,345
2000,Rinn,8,6407,IL,345
2000,Rinn,9,4044,IL,345
2000,Rinn,10,2059,IL,345
2000,Rinn,11,1039,IL,345
2000,Rinn,12,3367,IL,345
2000,Rum,1,1139,IL,346
2000,Rum,2,1142,IL,346
2000,Rum,3,1467,IL,346
2000,Rum,4,1788,IL,346
2000,Rum,5,2925,IL,346
2000,Rum,6,3646,IL,346
2000,Rum,7,3629,IL,346
2000,Rum,8,4273,IL,346
2000,Rum,9,2874,IL,346
2000,Rum,10,1496,IL,346
2000,Rum,11,876,IL,346
2000,Rum,12,1793,IL,346
2000,St.Sigmund/Sellrain,1,4483,IL,347
2000,St.Sigmund/Sellrain,2,6048,IL,347
2000,St.Sigmund/Sellrain,3,7616,IL,347
2000,St.Sigmund/Sellrain,4,4677,IL,347
2000,St.Sigmund/Sellrain,5,376,IL,347
2000,St.Sigmund/Sellrain,6,1214,IL,347
2000,St.Sigmund/Sellrain,7,2881,IL,347
2000,St.Sigmund/Sellrain,8,3457,IL,347
2000,St.Sigmund/Sellrain,9,1892,IL,347
2000,St.Sigmund/Sellrain,10,743,IL,347
2000,St.Sigmund/Sellrain,11,68,IL,347
2000,St.Sigmund/Sellrain,12,3332,IL,347
2000,Scharnitz,1,4833,IL,348
2000,Scharnitz,2,6509,IL,348
2000,Scharnitz,3,2952,IL,348
2000,Scharnitz,4,850,IL,348
2000,Scharnitz,5,1097,IL,348
2000,Scharnitz,6,3367,IL,348
2000,Scharnitz,7,7749,IL,348
2000,Scharnitz,8,7620,IL,348
2000,Scharnitz,9,7499,IL,348
2000,Scharnitz,10,1958,IL,348
2000,Scharnitz,11,255,IL,348
2000,Scharnitz,12,3627,IL,348
2000,Schmirn,1,806,IL,349
2000,Schmirn,2,241,IL,349
2000,Schmirn,3,493,IL,349
2000,Schmirn,4,552,IL,349
2000,Schmirn,5,159,IL,349
2000,Schmirn,6,1047,IL,349
2000,Schmirn,7,1883,IL,349
2000,Schmirn,8,2452,IL,349
2000,Schmirn,9,1161,IL,349
2000,Schmirn,10,291,IL,349
2000,Schmirn,11,20,IL,349
2000,Schmirn,12,1058,IL,349
2000,Schönberg/Stubaital,1,3489,IL,350
2000,Schönberg/Stubaital,2,4006,IL,350
2000,Schönberg/Stubaital,3,3350,IL,350
2000,Schönberg/Stubaital,4,4158,IL,350
2000,Schönberg/Stubaital,5,1332,IL,350
2000,Schönberg/Stubaital,6,3205,IL,350
2000,Schönberg/Stubaital,7,3844,IL,350
2000,Schönberg/Stubaital,8,4180,IL,350
2000,Schönberg/Stubaital,9,3735,IL,350
2000,Schönberg/Stubaital,10,2137,IL,350
2000,Schönberg/Stubaital,11,2013,IL,350
2000,Schönberg/Stubaital,12,3390,IL,350
2000,Seefeld in Tirol,1,186225,IL,351
2000,Seefeld in Tirol,2,175360,IL,351
2000,Seefeld in Tirol,3,114945,IL,351
2000,Seefeld in Tirol,4,13702,IL,351
2000,Seefeld in Tirol,5,19279,IL,351
2000,Seefeld in Tirol,6,87259,IL,351
2000,Seefeld in Tirol,7,131478,IL,351
2000,Seefeld in Tirol,8,171278,IL,351
2000,Seefeld in Tirol,9,105431,IL,351
2000,Seefeld in Tirol,10,42161,IL,351
2000,Seefeld in Tirol,11,3440,IL,351
2000,Seefeld in Tirol,12,94354,IL,351
2000,Sellrain,1,976,IL,352
2000,Sellrain,2,1202,IL,352
2000,Sellrain,3,1083,IL,352
2000,Sellrain,4,841,IL,352
2000,Sellrain,5,64,IL,352
2000,Sellrain,6,495,IL,352
2000,Sellrain,7,1014,IL,352
2000,Sellrain,8,1199,IL,352
2000,Sellrain,9,678,IL,352
2000,Sellrain,10,132,IL,352
2000,Sellrain,11,22,IL,352
2000,Sellrain,12,1034,IL,352
2000,Sistrans,1,109,IL,353
2000,Sistrans,2,1135,IL,353
2000,Sistrans,3,61,IL,353
2000,Sistrans,4,319,IL,353
2000,Sistrans,5,89,IL,353
2000,Sistrans,6,516,IL,353
2000,Sistrans,7,2488,IL,353
2000,Sistrans,8,386,IL,353
2000,Sistrans,9,195,IL,353
2000,Sistrans,10,180,IL,353
2000,Sistrans,11,631,IL,353
2000,Sistrans,12,600,IL,353
2000,Hall in Tirol,1,1283,IL,354
2000,Hall in Tirol,2,1896,IL,354
2000,Hall in Tirol,3,1037,IL,354
2000,Hall in Tirol,4,2055,IL,354
2000,Hall in Tirol,5,3402,IL,354
2000,Hall in Tirol,6,4396,IL,354
2000,Hall in Tirol,7,7963,IL,354
2000,Hall in Tirol,8,7637,IL,354
2000,Hall in Tirol,9,4913,IL,354
2000,Hall in Tirol,10,2630,IL,354
2000,Hall in Tirol,11,1092,IL,354
2000,Hall in Tirol,12,2355,IL,354
2000,Steinach/Brenner,1,11380,IL,355
2000,Steinach/Brenner,2,12095,IL,355
2000,Steinach/Brenner,3,7296,IL,355
2000,Steinach/Brenner,4,1746,IL,355
2000,Steinach/Brenner,5,5434,IL,355
2000,Steinach/Brenner,6,9641,IL,355
2000,Steinach/Brenner,7,15449,IL,355
2000,Steinach/Brenner,8,14131,IL,355
2000,Steinach/Brenner,9,11394,IL,355
2000,Steinach/Brenner,10,3998,IL,355
2000,Steinach/Brenner,11,843,IL,355
2000,Steinach/Brenner,12,6315,IL,355
2000,Telfes im Stubai,1,12199,IL,356
2000,Telfes im Stubai,2,13766,IL,356
2000,Telfes im Stubai,3,11898,IL,356
2000,Telfes im Stubai,4,10665,IL,356
2000,Telfes im Stubai,5,1625,IL,356
2000,Telfes im Stubai,6,4987,IL,356
2000,Telfes im Stubai,7,11146,IL,356
2000,Telfes im Stubai,8,11231,IL,356
2000,Telfes im Stubai,9,6442,IL,356
2000,Telfes im Stubai,10,1975,IL,356
2000,Telfes im Stubai,11,1664,IL,356
2000,Telfes im Stubai,12,8732,IL,356
2000,Telfs,1,30114,IL,357
2000,Telfs,2,28554,IL,357
2000,Telfs,3,20462,IL,357
2000,Telfs,4,4105,IL,357
2000,Telfs,5,12240,IL,357
2000,Telfs,6,22660,IL,357
2000,Telfs,7,28246,IL,357
2000,Telfs,8,35333,IL,357
2000,Telfs,9,23839,IL,357
2000,Telfs,10,14288,IL,357
2000,Telfs,11,1676,IL,357
2000,Telfs,12,19978,IL,357
2000,Thaur,1,227,IL,358
2000,Thaur,2,252,IL,358
2000,Thaur,3,478,IL,358
2000,Thaur,4,560,IL,358
2000,Thaur,5,1359,IL,358
2000,Thaur,6,1171,IL,358
2000,Thaur,7,1660,IL,358
2000,Thaur,8,1839,IL,358
2000,Thaur,9,1994,IL,358
2000,Thaur,10,1380,IL,358
2000,Thaur,11,454,IL,358
2000,Thaur,12,1033,IL,358
2000,Trins,1,9995,IL,359
2000,Trins,2,11245,IL,359
2000,Trins,3,7365,IL,359
2000,Trins,4,2192,IL,359
2000,Trins,5,2539,IL,359
2000,Trins,6,6021,IL,359
2000,Trins,7,10919,IL,359
2000,Trins,8,12192,IL,359
2000,Trins,9,8622,IL,359
2000,Trins,10,3040,IL,359
2000,Trins,11,309,IL,359
2000,Trins,12,6039,IL,359
2000,Tulfes,1,6354,IL,360
2000,Tulfes,2,11059,IL,360
2000,Tulfes,3,7260,IL,360
2000,Tulfes,4,1231,IL,360
2000,Tulfes,5,1223,IL,360
2000,Tulfes,6,4018,IL,360
2000,Tulfes,7,8815,IL,360
2000,Tulfes,8,6864,IL,360
2000,Tulfes,9,3705,IL,360
2000,Tulfes,10,1423,IL,360
2000,Tulfes,11,431,IL,360
2000,Tulfes,12,4763,IL,360
2000,Unterperfuss,1,122,IL,361
2000,Unterperfuss,2,330,IL,361
2000,Unterperfuss,3,152,IL,361
2000,Unterperfuss,4,254,IL,361
2000,Unterperfuss,5,80,IL,361
2000,Unterperfuss,6,153,IL,361
2000,Unterperfuss,7,695,IL,361
2000,Unterperfuss,8,618,IL,361
2000,Unterperfuss,9,93,IL,361
2000,Unterperfuss,10,56,IL,361
2000,Unterperfuss,11,89,IL,361
2000,Unterperfuss,12,175,IL,361
2000,Vals,1,862,IL,362
2000,Vals,2,792,IL,362
2000,Vals,3,682,IL,362
2000,Vals,4,364,IL,362
2000,Vals,5,281,IL,362
2000,Vals,6,771,IL,362
2000,Vals,7,2738,IL,362
2000,Vals,8,2057,IL,362
2000,Vals,9,759,IL,362
2000,Vals,10,480,IL,362
2000,Vals,11,30,IL,362
2000,Vals,12,1046,IL,362
2000,Völs,1,65,IL,364
2000,Völs,2,34,IL,364
2000,Völs,3,45,IL,364
2000,Völs,4,70,IL,364
2000,Völs,5,39,IL,364
2000,Völs,6,40,IL,364
2000,Völs,7,264,IL,364
2000,Völs,8,232,IL,364
2000,Völs,9,115,IL,364
2000,Völs,10,46,IL,364
2000,Völs,11,89,IL,364
2000,Völs,12,74,IL,364
2000,Volders,1,353,IL,365
2000,Volders,2,421,IL,365
2000,Volders,3,285,IL,365
2000,Volders,4,300,IL,365
2000,Volders,5,1671,IL,365
2000,Volders,6,3225,IL,365
2000,Volders,7,9974,IL,365
2000,Volders,8,7516,IL,365
2000,Volders,9,1535,IL,365
2000,Volders,10,323,IL,365
2000,Volders,11,101,IL,365
2000,Volders,12,621,IL,365
2000,Wattenberg,1,476,IL,366
2000,Wattenberg,2,0,IL,366
2000,Wattenberg,3,0,IL,366
2000,Wattenberg,4,249,IL,366
2000,Wattenberg,5,28,IL,366
2000,Wattenberg,6,217,IL,366
2000,Wattenberg,7,282,IL,366
2000,Wattenberg,8,436,IL,366
2000,Wattenberg,9,548,IL,366
2000,Wattenberg,10,104,IL,366
2000,Wattenberg,11,2912,IL,366
2000,Wattenberg,12,76,IL,366
2000,Wattens,1,1026,IL,367
2000,Wattens,2,1261,IL,367
2000,Wattens,3,1146,IL,367
2000,Wattens,4,1465,IL,367
2000,Wattens,5,1729,IL,367
2000,Wattens,6,2213,IL,367
2000,Wattens,7,2498,IL,367
2000,Wattens,8,3917,IL,367
2000,Wattens,9,2660,IL,367
2000,Wattens,10,1291,IL,367
2000,Wattens,11,994,IL,367
2000,Wattens,12,2157,IL,367
2000,Wildermieming,1,3796,IL,368
2000,Wildermieming,2,3615,IL,368
2000,Wildermieming,3,1740,IL,368
2000,Wildermieming,4,2861,IL,368
2000,Wildermieming,5,3355,IL,368
2000,Wildermieming,6,5318,IL,368
2000,Wildermieming,7,6690,IL,368
2000,Wildermieming,8,7221,IL,368
2000,Wildermieming,9,6480,IL,368
2000,Wildermieming,10,2993,IL,368
2000,Wildermieming,11,47,IL,368
2000,Wildermieming,12,2847,IL,368
2000,Zirl,1,1709,IL,369
2000,Zirl,2,1870,IL,369
2000,Zirl,3,1736,IL,369
2000,Zirl,4,1672,IL,369
2000,Zirl,5,2170,IL,369
2000,Zirl,6,2852,IL,369
2000,Zirl,7,3396,IL,369
2000,Zirl,8,4657,IL,369
2000,Zirl,9,4074,IL,369
2000,Zirl,10,2383,IL,369
2000,Zirl,11,1933,IL,369
2000,Zirl,12,2476,IL,369
2000,Aurach bei Kitzbühel,1,9924,KB,401
2000,Aurach bei Kitzbühel,2,15317,KB,401
2000,Aurach bei Kitzbühel,3,9768,KB,401
2000,Aurach bei Kitzbühel,4,2688,KB,401
2000,Aurach bei Kitzbühel,5,3046,KB,401
2000,Aurach bei Kitzbühel,6,3945,KB,401
2000,Aurach bei Kitzbühel,7,7165,KB,401
2000,Aurach bei Kitzbühel,8,8935,KB,401
2000,Aurach bei Kitzbühel,9,6003,KB,401
2000,Aurach bei Kitzbühel,10,2254,KB,401
2000,Aurach bei Kitzbühel,11,388,KB,401
2000,Aurach bei Kitzbühel,12,5530,KB,401
2000,Brixen im Thale,1,49276,KB,402
2000,Brixen im Thale,2,58901,KB,402
2000,Brixen im Thale,3,32929,KB,402
2000,Brixen im Thale,4,4596,KB,402
2000,Brixen im Thale,5,3535,KB,402
2000,Brixen im Thale,6,9767,KB,402
2000,Brixen im Thale,7,25121,KB,402
2000,Brixen im Thale,8,26937,KB,402
2000,Brixen im Thale,9,13086,KB,402
2000,Brixen im Thale,10,6278,KB,402
2000,Brixen im Thale,11,504,KB,402
2000,Brixen im Thale,12,23610,KB,402
2000,Fieberbrunn,1,67410,KB,403
2000,Fieberbrunn,2,74562,KB,403
2000,Fieberbrunn,3,56639,KB,403
2000,Fieberbrunn,4,14190,KB,403
2000,Fieberbrunn,5,6828,KB,403
2000,Fieberbrunn,6,22494,KB,403
2000,Fieberbrunn,7,53267,KB,403
2000,Fieberbrunn,8,56192,KB,403
2000,Fieberbrunn,9,23719,KB,403
2000,Fieberbrunn,10,20669,KB,403
2000,Fieberbrunn,11,2160,KB,403
2000,Fieberbrunn,12,35807,KB,403
2000,Going/Wilden Kaiser,1,43754,KB,404
2000,Going/Wilden Kaiser,2,48333,KB,404
2000,Going/Wilden Kaiser,3,28617,KB,404
2000,Going/Wilden Kaiser,4,7552,KB,404
2000,Going/Wilden Kaiser,5,10557,KB,404
2000,Going/Wilden Kaiser,6,23413,KB,404
2000,Going/Wilden Kaiser,7,32342,KB,404
2000,Going/Wilden Kaiser,8,38632,KB,404
2000,Going/Wilden Kaiser,9,26286,KB,404
2000,Going/Wilden Kaiser,10,12928,KB,404
2000,Going/Wilden Kaiser,11,4215,KB,404
2000,Going/Wilden Kaiser,12,22185,KB,404
2000,Hochfilzen,1,8688,KB,405
2000,Hochfilzen,2,9826,KB,405
2000,Hochfilzen,3,7230,KB,405
2000,Hochfilzen,4,1165,KB,405
2000,Hochfilzen,5,630,KB,405
2000,Hochfilzen,6,1779,KB,405
2000,Hochfilzen,7,5710,KB,405
2000,Hochfilzen,8,4566,KB,405
2000,Hochfilzen,9,1772,KB,405
2000,Hochfilzen,10,869,KB,405
2000,Hochfilzen,11,79,KB,405
2000,Hochfilzen,12,4456,KB,405
2000,Hopfgarten/Brixental,1,47096,KB,406
2000,Hopfgarten/Brixental,2,59466,KB,406
2000,Hopfgarten/Brixental,3,33009,KB,406
2000,Hopfgarten/Brixental,4,5293,KB,406
2000,Hopfgarten/Brixental,5,10408,KB,406
2000,Hopfgarten/Brixental,6,24104,KB,406
2000,Hopfgarten/Brixental,7,45970,KB,406
2000,Hopfgarten/Brixental,8,44110,KB,406
2000,Hopfgarten/Brixental,9,25679,KB,406
2000,Hopfgarten/Brixental,10,13939,KB,406
2000,Hopfgarten/Brixental,11,1726,KB,406
2000,Hopfgarten/Brixental,12,25210,KB,406
2000,Itter,1,10278,KB,407
2000,Itter,2,12019,KB,407
2000,Itter,3,9610,KB,407
2000,Itter,4,793,KB,407
2000,Itter,5,1208,KB,407
2000,Itter,6,5469,KB,407
2000,Itter,7,11790,KB,407
2000,Itter,8,8630,KB,407
2000,Itter,9,4093,KB,407
2000,Itter,10,2263,KB,407
2000,Itter,11,1622,KB,407
2000,Itter,12,6224,KB,407
2000,Jochberg,1,12578,KB,408
2000,Jochberg,2,12641,KB,408
2000,Jochberg,3,10067,KB,408
2000,Jochberg,4,1703,KB,408
2000,Jochberg,5,1219,KB,408
2000,Jochberg,6,3128,KB,408
2000,Jochberg,7,2927,KB,408
2000,Jochberg,8,6265,KB,408
2000,Jochberg,9,3590,KB,408
2000,Jochberg,10,2927,KB,408
2000,Jochberg,11,345,KB,408
2000,Jochberg,12,5606,KB,408
2000,Kirchberg in Tirol,1,154798,KB,409
2000,Kirchberg in Tirol,2,171808,KB,409
2000,Kirchberg in Tirol,3,124357,KB,409
2000,Kirchberg in Tirol,4,18672,KB,409
2000,Kirchberg in Tirol,5,17717,KB,409
2000,Kirchberg in Tirol,6,55562,KB,409
2000,Kirchberg in Tirol,7,86134,KB,409
2000,Kirchberg in Tirol,8,106617,KB,409
2000,Kirchberg in Tirol,9,61340,KB,409
2000,Kirchberg in Tirol,10,25773,KB,409
2000,Kirchberg in Tirol,11,3466,KB,409
2000,Kirchberg in Tirol,12,66974,KB,409
2000,Kirchdorf in Tirol,1,44358,KB,410
2000,Kirchdorf in Tirol,2,51544,KB,410
2000,Kirchdorf in Tirol,3,32059,KB,410
2000,Kirchdorf in Tirol,4,10006,KB,410
2000,Kirchdorf in Tirol,5,13115,KB,410
2000,Kirchdorf in Tirol,6,25935,KB,410
2000,Kirchdorf in Tirol,7,38605,KB,410
2000,Kirchdorf in Tirol,8,46940,KB,410
2000,Kirchdorf in Tirol,9,30060,KB,410
2000,Kirchdorf in Tirol,10,17312,KB,410
2000,Kirchdorf in Tirol,11,369,KB,410
2000,Kirchdorf in Tirol,12,26138,KB,410
2000,Kitzbühel,1,135542,KB,411
2000,Kitzbühel,2,128444,KB,411
2000,Kitzbühel,3,103952,KB,411
2000,Kitzbühel,4,19001,KB,411
2000,Kitzbühel,5,18394,KB,411
2000,Kitzbühel,6,53442,KB,411
2000,Kitzbühel,7,82083,KB,411
2000,Kitzbühel,8,96616,KB,411
2000,Kitzbühel,9,57606,KB,411
2000,Kitzbühel,10,18126,KB,411
2000,Kitzbühel,11,6771,KB,411
2000,Kitzbühel,12,62665,KB,411
2000,Kössen,1,70824,KB,412
2000,Kössen,2,72360,KB,412
2000,Kössen,3,42082,KB,412
2000,Kössen,4,17937,KB,412
2000,Kössen,5,24314,KB,412
2000,Kössen,6,48576,KB,412
2000,Kössen,7,68160,KB,412
2000,Kössen,8,70176,KB,412
2000,Kössen,9,55698,KB,412
2000,Kössen,10,31161,KB,412
2000,Kössen,11,1795,KB,412
2000,Kössen,12,35925,KB,412
2000,Oberndorf in Tirol,1,28089,KB,413
2000,Oberndorf in Tirol,2,31198,KB,413
2000,Oberndorf in Tirol,3,18710,KB,413
2000,Oberndorf in Tirol,4,3289,KB,413
2000,Oberndorf in Tirol,5,7249,KB,413
2000,Oberndorf in Tirol,6,13543,KB,413
2000,Oberndorf in Tirol,7,19030,KB,413
2000,Oberndorf in Tirol,8,23076,KB,413
2000,Oberndorf in Tirol,9,16466,KB,413
2000,Oberndorf in Tirol,10,10998,KB,413
2000,Oberndorf in Tirol,11,2463,KB,413
2000,Oberndorf in Tirol,12,14907,KB,413
2000,Reith bei Kitzbühel,1,16366,KB,414
2000,Reith bei Kitzbühel,2,17144,KB,414
2000,Reith bei Kitzbühel,3,13461,KB,414
2000,Reith bei Kitzbühel,4,4894,KB,414
2000,Reith bei Kitzbühel,5,2870,KB,414
2000,Reith bei Kitzbühel,6,5996,KB,414
2000,Reith bei Kitzbühel,7,10225,KB,414
2000,Reith bei Kitzbühel,8,13485,KB,414
2000,Reith bei Kitzbühel,9,6635,KB,414
2000,Reith bei Kitzbühel,10,5687,KB,414
2000,Reith bei Kitzbühel,11,2024,KB,414
2000,Reith bei Kitzbühel,12,10074,KB,414
2000,St.Jakob in Haus,1,13515,KB,415
2000,St.Jakob in Haus,2,14551,KB,415
2000,St.Jakob in Haus,3,10928,KB,415
2000,St.Jakob in Haus,4,1553,KB,415
2000,St.Jakob in Haus,5,2099,KB,415
2000,St.Jakob in Haus,6,4609,KB,415
2000,St.Jakob in Haus,7,8544,KB,415
2000,St.Jakob in Haus,8,9387,KB,415
2000,St.Jakob in Haus,9,5668,KB,415
2000,St.Jakob in Haus,10,2644,KB,415
2000,St.Jakob in Haus,11,198,KB,415
2000,St.Jakob in Haus,12,6547,KB,415
2000,St.Johann in Tirol,1,91105,KB,416
2000,St.Johann in Tirol,2,100526,KB,416
2000,St.Johann in Tirol,3,59080,KB,416
2000,St.Johann in Tirol,4,4517,KB,416
2000,St.Johann in Tirol,5,8895,KB,416
2000,St.Johann in Tirol,6,32304,KB,416
2000,St.Johann in Tirol,7,57579,KB,416
2000,St.Johann in Tirol,8,73721,KB,416
2000,St.Johann in Tirol,9,42328,KB,416
2000,St.Johann in Tirol,10,12810,KB,416
2000,St.Johann in Tirol,11,1669,KB,416
2000,St.Johann in Tirol,12,42287,KB,416
2000,St.Ulrich/Pillersee,1,32335,KB,417
2000,St.Ulrich/Pillersee,2,36499,KB,417
2000,St.Ulrich/Pillersee,3,24180,KB,417
2000,St.Ulrich/Pillersee,4,4472,KB,417
2000,St.Ulrich/Pillersee,5,4557,KB,417
2000,St.Ulrich/Pillersee,6,13949,KB,417
2000,St.Ulrich/Pillersee,7,30441,KB,417
2000,St.Ulrich/Pillersee,8,33919,KB,417
2000,St.Ulrich/Pillersee,9,16224,KB,417
2000,St.Ulrich/Pillersee,10,8471,KB,417
2000,St.Ulrich/Pillersee,11,730,KB,417
2000,St.Ulrich/Pillersee,12,14205,KB,417
2000,Schwendt,1,4161,KB,418
2000,Schwendt,2,5094,KB,418
2000,Schwendt,3,2999,KB,418
2000,Schwendt,4,605,KB,418
2000,Schwendt,5,1248,KB,418
2000,Schwendt,6,3294,KB,418
2000,Schwendt,7,5331,KB,418
2000,Schwendt,8,6028,KB,418
2000,Schwendt,9,4146,KB,418
2000,Schwendt,10,1161,KB,418
2000,Schwendt,11,126,KB,418
2000,Schwendt,12,2977,KB,418
2000,Waidring,1,32869,KB,419
2000,Waidring,2,35398,KB,419
2000,Waidring,3,29733,KB,419
2000,Waidring,4,9236,KB,419
2000,Waidring,5,2929,KB,419
2000,Waidring,6,13692,KB,419
2000,Waidring,7,29147,KB,419
2000,Waidring,8,27980,KB,419
2000,Waidring,9,15404,KB,419
2000,Waidring,10,6651,KB,419
2000,Waidring,11,354,KB,419
2000,Waidring,12,17556,KB,419
2000,Westendorf,1,77843,KB,420
2000,Westendorf,2,89802,KB,420
2000,Westendorf,3,50066,KB,420
2000,Westendorf,4,2344,KB,420
2000,Westendorf,5,7221,KB,420
2000,Westendorf,6,25256,KB,420
2000,Westendorf,7,47934,KB,420
2000,Westendorf,8,45689,KB,420
2000,Westendorf,9,30481,KB,420
2000,Westendorf,10,5646,KB,420
2000,Westendorf,11,289,KB,420
2000,Westendorf,12,34440,KB,420
2000,Alpbach,1,41522,KU,501
2000,Alpbach,2,47872,KU,501
2000,Alpbach,3,32718,KU,501
2000,Alpbach,4,6592,KU,501
2000,Alpbach,5,5559,KU,501
2000,Alpbach,6,17306,KU,501
2000,Alpbach,7,26358,KU,501
2000,Alpbach,8,31786,KU,501
2000,Alpbach,9,22339,KU,501
2000,Alpbach,10,7843,KU,501
2000,Alpbach,11,884,KU,501
2000,Alpbach,12,20239,KU,501
2000,Angath,1,1602,KU,502
2000,Angath,2,2560,KU,502
2000,Angath,3,1432,KU,502
2000,Angath,4,1154,KU,502
2000,Angath,5,1250,KU,502
2000,Angath,6,1496,KU,502
2000,Angath,7,2697,KU,502
2000,Angath,8,3170,KU,502
2000,Angath,9,2524,KU,502
2000,Angath,10,1668,KU,502
2000,Angath,11,803,KU,502
2000,Angath,12,1360,KU,502
2000,Bad Häring,1,9719,KU,503
2000,Bad Häring,2,8676,KU,503
2000,Bad Häring,3,8348,KU,503
2000,Bad Häring,4,8000,KU,503
2000,Bad Häring,5,10460,KU,503
2000,Bad Häring,6,16328,KU,503
2000,Bad Häring,7,11656,KU,503
2000,Bad Häring,8,12746,KU,503
2000,Bad Häring,9,10829,KU,503
2000,Bad Häring,10,9212,KU,503
2000,Bad Häring,11,9474,KU,503
2000,Bad Häring,12,11057,KU,503
2000,Brandenberg,1,2394,KU,504
2000,Brandenberg,2,4772,KU,504
2000,Brandenberg,3,1901,KU,504
2000,Brandenberg,4,1377,KU,504
2000,Brandenberg,5,2005,KU,504
2000,Brandenberg,6,2657,KU,504
2000,Brandenberg,7,4551,KU,504
2000,Brandenberg,8,6590,KU,504
2000,Brandenberg,9,4367,KU,504
2000,Brandenberg,10,1790,KU,504
2000,Brandenberg,11,164,KU,504
2000,Brandenberg,12,2725,KU,504
2000,Breitenbach am Inn,1,4461,KU,505
2000,Breitenbach am Inn,2,5600,KU,505
2000,Breitenbach am Inn,3,3080,KU,505
2000,Breitenbach am Inn,4,1433,KU,505
2000,Breitenbach am Inn,5,1274,KU,505
2000,Breitenbach am Inn,6,3969,KU,505
2000,Breitenbach am Inn,7,8301,KU,505
2000,Breitenbach am Inn,8,7284,KU,505
2000,Breitenbach am Inn,9,3342,KU,505
2000,Breitenbach am Inn,10,1755,KU,505
2000,Breitenbach am Inn,11,374,KU,505
2000,Breitenbach am Inn,12,3036,KU,505
2000,Brixlegg,1,7645,KU,506
2000,Brixlegg,2,6677,KU,506
2000,Brixlegg,3,7862,KU,506
2000,Brixlegg,4,1674,KU,506
2000,Brixlegg,5,1738,KU,506
2000,Brixlegg,6,863,KU,506
2000,Brixlegg,7,3342,KU,506
2000,Brixlegg,8,4053,KU,506
2000,Brixlegg,9,2073,KU,506
2000,Brixlegg,10,1396,KU,506
2000,Brixlegg,11,294,KU,506
2000,Brixlegg,12,2642,KU,506
2000,Ebbs,1,8085,KU,508
2000,Ebbs,2,10703,KU,508
2000,Ebbs,3,5013,KU,508
2000,Ebbs,4,3548,KU,508
2000,Ebbs,5,6583,KU,508
2000,Ebbs,6,13585,KU,508
2000,Ebbs,7,15701,KU,508
2000,Ebbs,8,18464,KU,508
2000,Ebbs,9,14772,KU,508
2000,Ebbs,10,10562,KU,508
2000,Ebbs,11,776,KU,508
2000,Ebbs,12,8692,KU,508
2000,Ellmau,1,107118,KU,509
