bezirk;city;01.01.2000;01.02.2000;01.03.2000;01.04.2000;01.05.2000;01.06.2000;01.07.2000;01.08.2000;01.09.2000;01.10.2000;01.11.2000;01.12.2000;01.01.2001;01.02.2001;01.03.2001;01.04.2001;01.05.2001;01.06.2001;01.07.2001;01.08.2001;01.09.2001;01.10.2001;01.11.2001;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018
RE;Nesselwängle;12407;26676;38428;41353;47885;54536;65546;77755;92103;97702;98095;106934;119322;134801;144246;147696;151656;162592;172929;185129;193494;199303;203688;211285;221871;237125;249348;250880;256188;262662;275358;288733;297553;303768;303960;314683;323317;337035;347593;354145;357219;364923;374611;390511;401432;409782;410196;417596;427591;443130;450898;458059;461862;467471;477212;493922;502857;507240;507747;514854;526179;542007;553260;553800;562519;567617;580611;594578;603437;608492;611415;617380;628257;644412;655963;661334;663912;670956;680749;692141;702430;707405;711426;717314;727792;741891;748736;751941;755372;762570;776514;790088;800915;806837;807596;815017;825966;842568;852115;852690;857644;863377;875675;889281;899965;907021;907746;916157;928758;944964;952043;954815;959162;967006;978669;994808;1005920;1011096;1011186;1019410;1030851;1047305;1054273;1056293;1061064;1068563;1080188;1096411;1107327;1113305;1113957;1121713;1133349;1145847;1155656;1157547;1160660;1169297;1180915;1195849;1207044;1212831;1213497;1219737;1231436;1247350;1254173;1256718;1261116;1269710;1281195;1295150;1306268;1311362;1311840;1318443;1328532;1343234;1350564;1351557;1355955;1360441;1370489;1384484;1394194;1400028;1400373;1408407;1418572;1430852;1439919;1442280;1445638;1453018;1461937;1476085;1485358;1491188;1491763;1498539;1509059;1523967;1530841;1532966;1537732;1544788;1555248;1569963;1580039;1586022;1587420;1593539;1604135;1619835;1628218;1629142;1636197;1641455;1652880;1668253;1679266;1686408;1687681;1693681;1705414;1719755;1728027;1731124;1735561;1745247;1758524;1774277;1785650;1792954;1794860;1801740;1815467;1831610;1841331;1843934;1851326;1860481;1874009;1889327;1901246;1908912;1911228;1917838
RE;Pfafflar;969;2160;2394;2506;3314;4796;4864;6615;8293;9971;10052;10884;11771;12000;12631;12657;12947;14879;16975;18487;20075;21595;21814;22989;23606;24267;24300;24457;25754;27087;29065;32056;33756;34030;34113;35621;36280;36531;37272;37709;38460;40042;42090;45784;47536;48724;48964;49861;50657;51490;51989;52192;52433;53321;55613;59408;60445;61121;61456;62334;62950;63977;64648;65026;66109;67160;69571;72588;74532;75385;75551;76336;77091;78130;78816;79296;80099;81470;83255;86046;88053;88906;89054;89114;89733;91203;91535;92145;92925;94319;96888;99968;101719;102400;102681;103079;103887;104882;105534;106217;107112;107982;110119;112923;114439;115035;115189;116115;116656;117952;118014;118483;119356;120818;123233;126112;127273;127702;127905;128335;129807;131101;131235;131697;132298;133513;135175;137758;139220;139940;140660;141068;141566;142314;143455;143945;144213;145836;148136;151233;152818;153743;153939;154318;154617;155226;155379;155686;156385;157904;159728;162728;163978;164836;165142;165887;166387;167686;168068;168503;169301;170511;172738;175669;177159;177851;177999;178680;179255;179492;180091;180431;180909;182419;183737;186293;187499;188229;188283;189105;189856;190614;190895;191332;191930;193268;195080;197446;198803;199531;199600;200234;201087;201997;202625;202666;203608;204640;207054;210083;211765;212478;212500;213207;214305;215468;216158;216479;217313;219339;221842;224857;226456;227380;227549;228528;230137;231507;232097;232590;233351;234898;237463;239950;241387;242215;242485;243322
RE;Pflach;377;1518;1976;2290;2712;3337;4059;5248;5905;6369;6486;6973;7774;8913;9344;9645;10001;10824;11921;13490;14142;14610;14660;15250;15845;16835;17122;17301;17746;18402;19575;20855;21418;21671;21855;22546;22817;23397;24155;24329;24703;25262;25994;27268;27911;28227;28390;28944;29320;30185;30579;30852;31147;31667;32936;33844;34278;34659;34755;35347;35447;36303;36714;36879;37426;38098;38879;39675;40377;40853;41037;41601;41974;42738;43101;43578;44024;44754;45623;47141;47813;48321;48513;48782;49530;49907;50426;50805;51319;52188;53242;54248;54945;55274;55433;56061;56575;57276;57640;57960;58603;59262;60460;61586;62289;62698;62845;63620;64236;64934;65285;65689;66258;66978;67961;69049;69682;69920;70009;70615;71055;71924;72319;72759;73307;74130;75107;76086;76696;77120;77278;77713;78127;78738;79301;79817;80362;81120;82397;83426;84097;84458;84582;85046;85709;86639;87036;87487;88040;88902;90168;91492;92296;92674;92793;93346;93848;94775;95436;95718;96354;97200;98455;99720;100500;101064;101218;101856;102547;103390;104163;104621;105266;106036;107249;108641;109572;110107;110275;110892;111493;112465;112780;113285;113875;114842;116283;118002;118910;119339;119566;120132;120752;121859;122524;122953;123777;124544;125670;126886;128020;128643;128739;129173;129837;130772;131320;131813;132364;133232;134236;135596;136879;137442;137480;137959;138610;139625;140205;140625;141579;142514;143858;145300;146405;147016;147172;147774
RE;Pinswang;441;1155;1769;2371;3381;5000;6701;8999;10880;11858;11882;12827;13140;14479;15170;15975;17094;18470;20304;22317;23795;24668;24731;25708;25962;27099;27601;27986;29472;31144;32720;34870;36910;38379;38504;39229;39805;40312;40960;41571;42469;44081;45587;47921;49110;49613;49654;50677;50933;52299;52536;52949;53755;55157;56344;57878;59237;59883;59957;60920;61419;62534;63131;63483;64416;65806;67537;69785;71229;71887;72143;73124;73567;75462;75744;76887;78001;79413;80954;82576;84161;85018;85294;86295;86862;88643;89093;90061;91233;93011;95056;96741;98470;99343;99718;101331;102189;103124;104338;104553;105723;107307;109275;111789;113427;114306;114581;115307;116317;118088;118918;120182;121491;122632;124559;126806;128861;129989;130514;131317;132402;134449;135288;136180;137598;139491;142288;145094;147441;148662;149061;149885;150560;151632;152385;153568;154833;156585;159216;161964;163663;164951;165129;166215;167110;169334;169967;171156;173139;174970;177541;180522;181778;183117;183492;184724;185469;187213;188276;189251;190846;193083;195865;199182;201516;202784;203087;204384;205204;206978;207773;209032;210686;212961;215883;219269;220542;221766;221964;222790;223212;224743;225211;226032;227257;228647;230448;233081;234655;235735;235950;236804;237524;239083;239816;240488;241765;243237;245174;247445;248931;250016;250090;250885;251414;252822;252964;253558;254270;255827;257755;259994;261373;262532;262639;263456;264385;265509;265862;266543;267638;268767;271052;273041;274726;275578;275658;276197
RE;Reutte;5601;12474;20133;30385;36758;47567;63412;81309;91651;98996;102195;108526;113114;120992;128602;138713;146085;156775;169270;187201;197618;205359;208855;215443;219401;227579;235941;244523;252754;262142;273674;291236;301427;308338;311107;317806;322162;330366;338359;348063;355733;364874;378150;396410;405472;412368;414860;420472;426948;437178;444187;453249;458976;468270;481636;499108;509136;516020;519254;524930;530905;540635;549731;557544;567128;575992;590726;610582;620582;629052;633350;640766;647280;657434;665407;672039;679302;690189;700019;712086;722728;730936;734875;740008;745014;754855;760248;768595;777579;788210;799684;812457;822805;831834;836454;842661;850870;860314;867733;870366;874279;879386;884392;889672;894856;898221;899524;902599;905361;910635;912907;914674;918786;923131;929157;934929;940345;942720;943832;947754;952810;961938;967054;972970;980588;990196;1000654;1012977;1022879;1029060;1033479;1039548;1045553;1053154;1059541;1065964;1073478;1083566;1093844;1106505;1117055;1124684;1128768;1134085;1140836;1150638;1156343;1162565;1171209;1180324;1191836;1205614;1214961;1222762;1227265;1231707;1238719;1249092;1255456;1260496;1268886;1279715;1294183;1310466;1321513;1330379;1334637;1339362;1345702;1353118;1360301;1365987;1373807;1384397;1396571;1412140;1422737;1431722;1436585;1441473;1448348;1459311;1465063;1471600;1480819;1491217;1503919;1519877;1530997;1535563;1536311;1541715;1548093;1558960;1566625;1572205;1582676;1592308;1606663;1624099;1635510;1644779;1649030;1654394;1661238;1671641;1678818;1685935;1695587;1707556;1722417;1739836;1751111;1760497;1765473;1770774;1778485;1789957;1797853;1804502;1814596;1825376;1840064;1856418;1867534;1876785;1881487;1886483
RE;Schattwald;8535;17731;24010;25088;26226;30621;36242;42820;49021;52176;52644;56521;64420;74508;80882;81962;83437;86657;91821;98681;104058;107155;107643;111010;118707;127486;132738;133500;136413;139239;144481;151427;157066;159790;160125;163811;169433;177395;183489;184567;185966;190264;194875;202559;208648;211064;211531;214882;221933;232159;237414;238346;240739;243979;248038;254981;260505;262301;262712;265847;274186;283747;290628;291344;293926;296310;300439;306368;311811;314052;314604;317970;325335;334449;340342;341052;342493;346425;350154;355944;362313;365051;365338;368745;374725;381560;385232;386264;388349;391903;395982;401528;407244;409891;410422;414064;421010;430945;435910;436253;439413;442827;448363;454684;460333;463223;463494;467396;475124;483695;487680;488676;491019;494826;499411;506261;511774;514517;514678;518103;525841;534843;539294;540121;542212;545786;550860;557034;562793;564828;565192;568523;575615;582413;587518;588254;589611;593830;598030;604093;609620;612016;612340;615256;622255;630270;634127;635087;637081;640529;645305;650920;656079;657968;658347;661494;667805;675593;679506;679846;681809;684402;688610;694463;699350;701451;701749;704575;710020;716119;721199;722356;724072;727512;731375;737029;741525;743964;744103;746823;752355;759523;762690;763302;765483;768608;772743;779097;783832;786275;787051;789517;795031;802139;805519;805709;808036;810837;815959;823746;829108;832249;832852;835284;841508;848995;853074;854491;856447;861170;867406;875658;881826;886319;887424;891502;900447;909531;914692;916190;920318;925304;932357;940159;946743;951518;952373;956506
RE;Stanzach;4982;12721;16127;16884;17474;20486;30181;37402;40355;43308;43408;45356;50515;60179;62989;63775;65943;69202;77938;85900;89165;90376;90496;93440;98273;106287;108183;108876;110923;113119;120172;128469;131557;132570;132601;135562;139689;143751;146934;148001;149594;152756;160857;167565;169746;170499;170540;172850;179557;189780;193609;194817;196810;199290;208378;215627;218202;218702;218944;220608;227994;236139;239597;239853;240662;243072;251478;258278;261066;261633;261649;263748;269349;274196;277268;278009;279015;282592;290728;295948;298670;300627;300631;301773;307625;315873;318390;319816;321136;325020;336434;344266;346646;347059;347089;348898;353807;361690;365097;365110;366263;368804;376812;382357;384167;384638;384638;388030;393910;401452;404122;405397;406841;409585;415179;421545;423374;423769;423831;426140;431637;438093;439427;440494;441743;444079;450020;456985;459042;459426;459810;460955;464556;468653;471912;472817;473197;475568;483203;488495;490412;491096;491220;492930;495872;500424;501706;502352;503467;505996;512353;517023;519619;520143;520218;522257;525989;531884;534482;535337;537026;539384;547166;553174;555832;556561;556724;558332;561435;566160;569635;570448;571096;574419;581397;587632;590165;590761;590767;592624;595681;602080;603762;604772;605974;608541;616677;624223;627282;627873;627993;629343;632770;638781;641179;641449;643151;645559;655425;662551;665741;666455;666562;667629;671282;678632;680480;681163;682048;685702;692614;699431;701937;702623;702677;703806;709120;715296;717028;717533;718880;722125;732773;738504;741431;742014;742058;743715
RE;Steeg;11347;22110;35906;43776;44564;49324;58816;70199;76377;79538;79772;86585;97642;111210;123154;130685;131948;136626;143247;152583;158404;160588;160725;167248;177535;192545;206526;210813;214978;219146;227595;237716;245178;247181;247221;254170;265476;276882;288959;297375;300139;306531;316165;328915;336342;337952;338120;344339;355161;370134;381260;389546;391806;396780;405455;415175;422547;423177;423189;426987;440188;458095;467796;468473;472712;476686;485320;496529;501788;503064;503081;508947;519279;530338;541823;548913;549877;553753;561143;571029;577011;577751;577828;581508;589318;602817;614014;619692;621337;625194;633293;643606;648785;650445;650624;655441;663601;678138;690420;692925;696295;701002;711890;723104;730343;732844;733860;739292;749933;760830;770509;776256;778213;782163;792606;804296;811643;813678;813892;820665;831081;843772;854397;859029;861579;866263;877053;889695;897309;899383;901457;907408;916295;925794;937400;941010;941906;947551;958245;969958;978384;981377;981451;986463;995706;1008207;1016831;1022300;1024696;1029232;1038956;1053002;1061760;1064119;1064635;1069452;1078685;1091817;1104034;1107537;1110463;1115522;1126010;1138902;1148487;1151816;1152396;1160099;1171598;1185133;1199677;1204156;1206065;1212263;1223257;1238239;1246404;1249776;1250037;1257757;1270578;1287598;1301460;1307390;1310709;1316396;1326906;1339843;1348781;1352235;1353424;1360463;1372610;1389419;1405989;1408667;1412221;1417373;1428701;1442241;1450503;1453976;1454186;1459248;1471413;1488549;1502362;1508236;1510074;1516986;1528229;1541541;1549183;1552461;1552886;1558658;1572426;1590172;1605459;1610267;1613271;1619113;1630399;1643983;1653649;1657127;1657761;1666154
RE;Tannheim;52921;108418;149464;154944;166646;197796;235016;279413;323584;347142;351823;370247;421200;477579;516752;527006;540591;568439;604668;650279;691208;717296;720224;743793;792881;844796;879340;887104;907055;935484;972911;1022615;1063481;1088001;1091099;1113395;1155938;1206109;1243393;1253146;1269647;1302075;1335517;1388169;1430531;1452515;1455099;1477117;1521759;1578718;1613914;1625828;1644030;1672269;1704144;1750344;1790582;1810814;1815202;1835225;1883416;1939830;1984362;1991189;2010842;2036117;2068933;2114738;2153849;2176285;2180271;2199818;2247657;2302092;2340111;2349806;2363036;2391411;2423837;2461881;2503356;2527475;2530045;2551918;2594884;2643961;2668422;2680108;2694953;2724095;2759744;2800957;2841942;2866730;2872547;2896799;2941438;2998301;3033796;3039842;3062690;3089464;3127242;3170155;3211244;3235996;3242136;3267819;3317094;3371471;3401025;3411598;3428586;3459667;3497013;3544389;3586704;3610457;3616188;3636843;3685514;3739154;3767722;3777222;3794309;3823988;3859052;3904391;3944770;3969094;3975124;3997831;4045086;4091724;4124577;4134101;4144317;4175068;4211014;4257499;4299398;4323617;4330721;4353244;4402899;4456778;4485816;4496744;4515865;4547368;4586848;4634919;4679663;4703556;4710751;4735887;4782432;4836165;4869112;4875674;4895738;4922173;4960501;5009390;5050108;5073324;5079689;5104606;5146053;5193334;5227223;5234436;5249933;5280665;5314886;5361106;5400596;5425684;5432304;5456158;5497166;5548615;5576331;5585458;5604693;5632718;5670273;5718504;5759429;5782956;5790024;5812185;5854221;5905870;5937577;5944041;5967334;5993661;6035918;6087628;6131266;6158214;6164698;6184141;6227605;6275377;6305177;6314499;6332235;6369274;6412161;6462005;6505341;6532498;6538880;6559136;6606161;6658174;6688751;6696653;6722660;6758945;6805459;6855139;6900283;6928223;6935605;6957251
RE;Vils;1215;1660;2225;2910;3195;4192;6264;8445;9646;10250;10535;11382;12219;13389;14245;15005;15705;16548;19183;21768;22979;23910;24135;25278;26317;27983;28511;29007;29959;30548;32683;35076;35870;36689;36951;37647;38283;39466;40157;40444;40627;41496;42862;45413;46724;48249;48456;49161;49701;51045;51197;51440;52369;53071;54988;56728;58374;58736;58814;59667;60735;62988;63912;64214;65260;66486;69209;71677;73261;74750;75102;75887;76856;78567;79335;80048;80670;81860;83825;85812;87888;89166;89532;90557;91656;93099;94127;95030;95426;96163;97912;99778;100868;101333;101363;102179;102864;103892;104304;104477;105162;105906;107787;109200;110330;110646;111058;111869;112544;113352;113423;113592;114295;115043;116523;117778;118727;118932;119195;119770;120288;121200;121306;121415;121699;122470;124255;126767;128515;130299;130952;131555;132071;132663;133304;134041;134927;136659;138862;141212;142778;145450;145769;146478;147107;148366;148785;149156;150017;150862;152759;155066;156234;156896;156986;157401;157895;158772;159118;159364;159868;160439;162045;163799;164420;164806;164866;165229;165508;166001;166234;166371;166996;168080;169268;171167;172488;173306;173344;173568;173845;174511;174637;174802;175577;176423;178044;178799;179846;180553;180633;180923;181129;181489;181656;181686;182432;183048;184619;186717;187579;188089;188202;188373;188833;189406;189595;189672;190256;191334;192888;194774;195657;196231;196315;196599;197267;198067;198410;198535;199985;201195;203542;205476;205940;206536;206697;207032
RE;Vorderhornbach;1519;3052;4383;4766;5185;6736;8735;11731;13770;15809;15908;16733;18055;19786;20716;21092;21451;23044;25196;28283;29768;30653;30830;31815;32912;34509;35383;35806;36908;37606;39832;43143;44797;45353;45447;46455;47737;48647;49871;50257;50788;52261;54356;57052;58483;59072;59163;59970;61281;62990;63810;63866;64542;65647;67756;70298;71988;72801;72932;73463;74736;76733;78403;78670;79008;79346;81648;83564;84810;85387;85471;86101;87184;88534;89378;90088;90432;91682;93922;96054;97630;98191;98258;98716;99880;101933;102741;103122;103673;104875;107059;109673;111184;111711;111865;112587;113668;116036;117338;117544;118321;119086;120590;122603;123745;124404;124572;125221;126227;127593;128408;128877;129447;130511;132096;133964;135501;135900;136055;136528;137252;138734;139257;139909;140539;141294;142649;144646;145558;146008;146458;146742;147294;147496;148447;148671;148936;149653;151125;152421;153301;153483;153487;153783;154322;155260;155649;155984;156366;157081;158314;160048;160705;161310;161480;161961;162611;163326;163975;164088;164533;165147;166677;168301;169220;169716;169846;170144;170683;171214;171977;172256;172593;173535;174660;176166;176889;177387;177434;177956;178460;179164;179481;179647;180086;180811;182169;183725;184980;185735;185735;185922;186458;187269;187872;188010;188822;189325;192114;195633;197365;197750;197759;198003;198412;199044;199649;199734;200301;201998;205537;209749;210722;211158;211251;211660;212166;213131;213593;213883;215045;216785;220388;224617;226241;226759;226932;227444
RE;Wängle;7413;13256;18392;20515;23327;28452;35920;43695;50195;53793;54290;58398;65290;72583;76843;79643;84516;88327;95424;101996;108035;112420;112530;116415;121562;128880;133279;134527;138156;142654;149265;156331;162177;165901;165963;170838;174690;179802;183781;184809;187648;190893;195621;202531;206687;208643;208720;211724;216488;224772;227794;229780;231703;234143;238222;245356;250150;252378;253428;256927;263630;270426;276965;277240;280202;284241;289018;296485;301944;305823;306440;309836;316437;324799;329578;330524;332391;335970;342358;349653;356486;361776;362849;366400;371686;379257;383509;385451;388895;394639;401887;409180;415820;420523;420902;423828;428548;434447;439383;441956;447069;452386;459797;466833;472915;477228;477456;481061;485796;491503;494706;496480;499459;503098;508992;516909;522214;524761;525023;528093;531862;537457;539989;540772;543872;547983;554424;561460;567120;569870;570513;573427;578965;583137;586996;588464;591794;596805;603216;610945;616398;619382;619819;622825;627587;634127;637060;638343;641782;646385;653025;661505;667251;670874;671311;674761;679977;687892;692370;693238;697534;702999;711653;721644;728866;733309;734035;738135;743282;748266;753278;754302;757192;762592;769410;779183;785335;788399;789377;792881;796247;801998;803502;804355;808447;813472;821165;830540;836458;839307;839891;843417;847200;853502;856989;857631;862481;867328;875031;884485;890687;894407;894872;897901;902129;907679;911519;912795;916549;922926;931353;940377;946478;950421;950992;954559;959220;966983;970784;971950;977236;983578;992171;1001391;1008561;1012555;1013169;1016937
RE;Zöblen;5369;11825;15910;16594;17144;19970;22970;27862;32011;33892;34040;36819;41814;48746;53016;53814;55421;58028;61480;66348;70292;72712;72792;75894;81214;88164;91541;91893;93922;96160;99370;104814;109291;111681;111831;114527;118798;123069;127545;128330;129363;132364;135235;141799;146467;148686;148830;151755;156940;164819;168753;169571;170951;173642;177076;183620;188030;189671;189891;192474;197683;205511;210769;211016;212428;214990;218178;224110;228391;230228;230346;232856;238203;245018;249129;249766;250941;253557;256545;260797;264802;266684;266760;269093;273059;278121;280439;281022;282403;285268;288249;292808;296538;298737;299020;301494;305939;312380;315514;315627;317332;319754;323480;328159;332361;334577;334647;337863;342851;349683;352154;352801;353897;356951;360223;365250;369808;371997;372150;374732;379930;386831;389543;389815;391011;393463;396759;401767;405618;407310;407416;409678;414153;419107;422292;422945;423700;426867;430237;434977;439129;441067;441151;443240;447858;453902;456775;457603;459090;462110;465509;470432;475008;477041;477134;479514;484159;490009;493098;493244;495184;497736;501095;506241;510371;512104;512213;514260;518088;522857;526025;526715;527873;530765;533761;539031;542628;544546;544733;546722;550307;555622;557990;558447;560376;563131;565947;570994;575008;577105;577355;579340;583224;588661;591324;591505;593544;595983;599646;605089;609461;611652;611876;614169;619112;625290;628405;629250;631023;635078;639939;646320;651537;654545;654685;657516;663315;670514;674399;675058;678319;682456;688368;695309;701331;704569;704922;707847
