bezirk;city;01.01.2000;01.02.2000;01.03.2000;01.04.2000;01.05.2000;01.06.2000;01.07.2000;01.08.2000;01.09.2000;01.10.2000;01.11.2000;01.12.2000;01.01.2001;01.02.2001;01.03.2001;01.04.2001;01.05.2001;01.06.2001;01.07.2001;01.08.2001;01.09.2001;01.10.2001;01.11.2001;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016;01.10.2016;01.11.2016;01.12.2016;01.01.2017;01.02.2017;01.03.2017;01.04.2017;01.05.2017;01.06.2017;01.07.2017;01.08.2017;01.09.2017;01.10.2017;01.11.2017;01.12.2017;01.01.2018;01.02.2018;01.03.2018;01.04.2018;01.05.2018;01.06.2018;01.07.2018;01.08.2018;01.09.2018;01.10.2018;01.11.2018;01.12.2018
RE;Ehrwald;58947;127654;177928;185718;193386;219874;263892;311683;346563;358523;358753;390874;449470;530317;572963;582337;589695;611132;653800;703148;730180;742670;743194;775602;833097;910731;955366;960124;971457;993596;1038808;1090723;1119896;1133954;1134658;1169506;1223495;1289866;1334269;1339263;1347292;1375844;1416990;1476449;1506646;1519084;1520141;1551383;1603010;1675208;1712889;1721493;1730968;1753966;1795445;1853585;1883658;1892818;1893332;1919268;1984059;2060240;2118021;2120381;2132379;2152082;2196803;2250505;2277377;2288361;2288829;2317967;2378609;2453663;2497584;2506194;2512433;2534047;2579512;2626136;2655169;2665482;2666419;2697215;2753866;2825025;2860344;2869213;2877376;2899559;2946349;2992275;3020706;3032237;3033230;3065763;3122862;3196617;3252325;3255274;3268281;3288509;3341550;3390505;3419772;3432830;3434991;3477819;3538836;3617148;3655983;3670695;3680528;3705838;3755463;3814162;3842486;3853906;3854550;3894783;3952191;4028928;4066805;4075440;4084877;4107650;4154230;4209569;4238145;4250795;4251559;4288987;4350129;4412594;4463375;4467534;4471882;4498598;4542474;4593909;4621682;4634416;4634969;4666760;4728439;4803894;4844965;4854189;4863057;4888040;4936655;4991919;5022657;5038107;5040013;5077569;5138440;5219848;5267652;5272222;5282672;5303927;5356892;5415556;5451151;5467704;5469145;5509843;5564351;5631344;5680630;5686553;5693398;5723082;5767685;5830831;5861862;5879671;5880391;5918845;5972872;6053362;6091426;6099917;6110213;6140682;6194602;6258140;6292098;6308762;6309600;6346600;6402892;6485766;6542476;6545479;6561342;6586740;6645170;6714933;6751650;6773115;6774732;6802440;6864404;6939425;6984994;6994655;7003721;7037382;7096802;7163352;7198495;7216855;7218726;7248639;7316115;7395416;7445383;7451839;7467304;7496533;7557094;7617280;7652691;7671184;7672951;7709106
RE;Elmen;1246;2671;3191;3513;3982;5848;9647;13439;15309;17179;17215;18328;20251;22752;23412;23750;24461;26079;29609;33918;36073;36765;36833;38009;39505;41644;42245;42589;43486;44589;48312;52732;54337;55158;55244;56380;57786;58925;59943;60393;60664;61893;65017;69183;70476;71008;71157;71983;73415;75806;77116;77651;78334;79030;82269;86467;87546;87841;87853;88706;90847;93690;95088;95166;95412;95566;99010;102636;103713;104056;104078;105041;106373;108425;109617;110215;110730;111573;115053;118239;119404;119671;119767;119767;121221;123585;124228;125024;125644;126649;130780;133564;134343;134647;134740;135696;136845;139710;141988;142423;143251;144285;147786;150841;151699;152096;152220;153403;154934;157212;158007;158888;159851;161334;164151;167347;168639;168916;168923;169982;171630;173848;174112;174450;174903;176110;179177;182874;183781;184151;184521;185272;186619;187975;189625;190127;190627;191703;194401;196958;198092;198555;198588;199569;200532;202526;202729;203179;203784;205026;207462;210425;211964;212175;212213;213115;214125;216200;216468;216594;217254;218114;221762;225016;226351;226658;226747;227759;228090;229135;230444;230790;231491;232847;235905;238270;239434;239872;239902;240350;240800;242712;243205;243406;243919;244878;248120;250798;251921;252406;252601;253399;254473;256434;256922;257082;258106;259478;263260;266503;267945;268453;268466;269063;269994;271704;272394;272624;273116;274648;277020;279884;281259;281608;281697;282321;283350;285551;286070;286291;287194;288783;291891;295130;296847;297609;297633;298415
RE;Forchach;170;284;452;452;510;605;838;1335;1570;1805;1806;1967;2067;2191;2217;2217;2245;2367;2653;3004;3004;3132;3174;3328;3427;3649;3653;3674;3821;4074;4719;5253;5572;5737;5743;5871;6044;6106;6189;6199;6330;6494;6880;7164;7320;7383;7445;7614;7692;7924;7968;7968;8130;8530;8808;9147;9215;9271;9321;9380;9538;9748;9813;9816;10082;10348;10633;10795;10878;10986;11014;11095;11151;11266;11342;11369;11517;11643;11817;12257;12394;12536;12566;12664;12798;13059;13059;13096;13222;13348;13598;13760;13804;13854;13874;14145;14342;14594;14612;14620;14677;14909;15187;15610;15700;15723;15723;15861;15962;16106;16126;16168;16168;16254;16699;17076;17225;17261;17261;17333;17384;17507;17509;17509;17558;17688;17787;17925;17996;18026;18056;18316;18566;18589;18674;18776;18820;18885;19118;19420;19445;19503;19503;19523;19769;20184;20346;20346;20394;20411;21036;21715;21847;21847;21859;21907;22205;22772;23096;23169;23264;23342;23527;23781;24100;24321;24321;24419;24648;24787;25017;25027;25115;25311;25816;26272;26435;26587;26591;26644;26902;27539;27761;27839;28011;28443;28823;29494;29892;30032;30078;30109;30436;30865;31197;31279;31530;31601;31991;32685;33025;33197;33372;33387;33615;34003;34504;34607;34741;35156;35676;36256;36565;36789;36849;36921;37176;37637;37693;37748;38059;38192;38506;38690;39062;39166;39274;39334
RE;Gramais;675;1143;1935;2380;2690;3854;4993;7216;8315;9414;9579;9882;10447;11278;11758;11896;12286;13000;14137;16341;17322;17888;18138;18779;19264;20059;20619;20903;21986;22745;24138;26327;27408;27408;27466;27466;27951;28440;29439;29527;29891;31272;32421;34815;35364;35704;35710;35801;36653;37902;38711;39401;40135;41202;42850;45187;46526;47182;47291;48077;48775;49985;50587;50597;51608;52349;53660;56137;57164;57214;57428;58318;59186;59692;60161;60577;61099;62219;63419;65080;66104;66139;66261;66291;66350;66929;67143;67395;67867;68905;69217;70676;71780;71943;71946;72801;73343;73657;74250;74250;74743;75546;77355;78967;79218;79577;79673;80881;81754;82437;82666;83260;83809;84870;86607;88588;89596;89864;89920;90686;91744;91799;91799;91953;92499;93457;95131;97354;98545;98878;99211;100056;100913;101726;101797;102256;102726;104285;105828;108546;109954;110664;110716;111611;112565;113670;113686;114294;114885;116101;116315;118060;118966;119426;119461;120124;120784;121938;122692;122963;123831;124762;126550;128677;129970;130899;130937;131688;132059;132836;133739;134142;134232;135701;137010;139174;140058;140585;140594;140867;141599;142888;143327;143792;144736;145666;147504;149600;149655;149949;150227;150586;151410;151470;151919;151940;151982;152026;153514;156149;157079;157818;157924;158248;159283;160136;160888;161450;161771;162500;164403;166805;167475;168497;168748;169000;169673;171192;171594;171768;172926;173810;175248;177015;178147;178861;178948;179649
RE;Grän;40215;82841;117320;128246;139253;166186;200130;239900;271423;293672;297957;316962;358026;399565;432449;446540;461709;487566;524064;568725;600843;629336;634240;655547;696152;738637;773382;782059;802398;825975;861666;907832;943039;971431;975528;997155;1036184;1079868;1114486;1128769;1147280;1180273;1215328;1271586;1310350;1337880;1345688;1367550;1408746;1457008;1490380;1507644;1529036;1558663;1594905;1644537;1680298;1706641;1714286;1734221;1779221;1826513;1870502;1882148;1903773;1929617;1965903;2014084;2050305;2076012;2082899;2103499;2146535;2193173;2228345;2243714;2260109;2288862;2326629;2369774;2408562;2437860;2445287;2467774;2508085;2549641;2578609;2598320;2618243;2649441;2688297;2732751;2768597;2797568;2807916;2832790;2873394;2921482;2957610;2970072;2994195;3021560;3063016;3107158;3143955;3174721;3184521;3212268;3256932;3303775;3333789;3350624;3367924;3395043;3429130;3476941;3515356;3544824;3556909;3586207;3633231;3681117;3711883;3728988;3751562;3781175;3821482;3871877;3909486;3938833;3952395;3978586;4024223;4066199;4100585;4118603;4137018;4172573;4211400;4261172;4300587;4331695;4345250;4371391;4417800;4466341;4497573;4516634;4538601;4567869;4611036;4662533;4703235;4736047;4750210;4781168;4826284;4874788;4911968;4929663;4957565;4987102;5030528;5083696;5123146;5156356;5170517;5200344;5243337;5286507;5322110;5343560;5365047;5401236;5440217;5490884;5530633;5564756;5579043;5608824;5651484;5699913;5733698;5750601;5772078;5804474;5845937;5898573;5939081;5971761;5989535;6017221;6059897;6109624;6149396;6164477;6195620;6226418;6270000;6324982;6367611;6402214;6418142;6443858;6487923;6533173;6567594;6587397;6612844;6653633;6697722;6752220;6793919;6830301;6846465;6874044;6923531;6972669;7010584;7028294;7063091;7102362;7150973;7205729;7250392;7288032;7304276;7332513
RE;Heiterwang;4104;9996;15089;16173;17278;21065;26574;33464;36915;38224;38329;41479;45187;51555;54690;56037;57865;60871;66899;74755;77497;78652;79218;82005;86127;92682;95552;96154;98293;101701;108004;115570;118181;120246;120336;122580;126373;132016;135604;136425;138189;142388;148626;154703;160187;161727;161762;163980;167025;173021;175354;176245;178078;180863;186050;190924;195281;196738;196772;198805;202546;208782;211814;212505;213703;215390;220442;227776;229758;231100;231111;233108;236802;242428;245722;246316;247083;249585;253110;260800;263732;264689;264789;266957;269916;275149;277697;278471;280120;283081;288810;294785;297476;298514;298776;301436;304649;310557;314020;314370;316534;319096;324472;329936;332192;333231;333425;336165;339141;344947;346976;347562;348848;351204;356246;362443;365139;366122;366162;368662;371541;376804;378930;379254;380534;383238;388537;393787;395926;396974;397080;399459;403404;407834;410974;411752;412552;415469;420990;427523;430788;432369;432521;434813;438849;444193;446088;446849;448577;451264;456882;463960;466724;467706;467857;470265;473581;478924;481397;481736;482808;484769;490642;497765;500287;501829;502129;504664;507581;511394;513977;514917;516248;519027;523529;529975;532884;534534;534713;537167;540127;545536;547771;548780;550725;553297;560032;568123;570801;572217;572419;575024;578988;584636;588222;588754;591617;594228;602205;612048;616070;618275;618462;620905;625319;631186;634140;636180;638342;643003;650808;659840;663649;666003;666347;668808;672794;678597;681629;683321;687248;691591;700759;711508;716178;718689;719098;722213
RE;Hinterhornbach;49;152;230;386;397;1612;1754;3801;3879;3957;3957;4523;4658;4894;4932;5107;5497;6660;8440;10723;11913;11919;11923;12600;12718;12718;12718;12749;13517;14388;16058;17907;19138;19148;19164;19796;19967;20270;20693;20967;21427;22753;24396;26833;28172;28230;28239;28565;28883;29391;29391;29580;30102;31033;32435;34422;35696;36097;36097;36097;36394;36819;37072;37101;37841;38562;40018;42415;43292;43891;43895;44443;44650;44965;45173;45173;45454;46482;47911;49386;50446;50450;50458;50458;50727;51228;51323;51531;51985;52981;54592;56496;57864;58572;58634;59098;59300;59810;60163;60298;60781;61732;63373;65503;66756;67695;67815;68199;68578;68988;69177;69423;69800;70789;72173;74263;75426;75921;76010;76415;76566;76923;76944;77048;77237;77837;79090;80585;81719;82187;82655;82907;83144;83354;83437;83489;83678;84530;85816;87670;89000;89267;89271;89507;89853;90237;90255;90396;90828;91807;93322;95472;96773;97202;97202;97459;97776;98417;98484;98549;98965;99835;100984;103487;104389;104833;104833;105128;105400;105668;105961;106088;106452;107876;109373;110792;112325;112898;112908;113409;113734;114341;114461;114546;115311;116095;117556;118985;120504;121015;121018;121438;121978;122699;122896;122905;123774;124411;126167;128672;129849;130639;130653;131083;131513;132220;132530;132621;133343;135110;137151;140072;141395;142261;142261;142819;143382;144258;144450;144498;145309;146537;148884;151596;153545;154277;154289;155024
RE;Holzgau;11003;22667;34925;41833;43971;48546;60380;73307;80257;82290;82353;89316;100650;116133;127032;135587;137513;142141;154607;167584;172933;174613;174719;181075;192005;207963;218367;225211;228440;233358;246982;261835;269310;271470;271482;280149;291252;305364;319843;329258;331353;336934;350543;367236;374043;375451;375565;384019;394853;412606;422607;432054;435212;442170;455945;469898;476859;477445;477509;483938;495709;512404;524016;526068;527972;533281;546895;560178;566859;567967;568090;573819;584550;601465;611643;620517;622637;627032;637970;651796;660542;661889;661914;668059;678107;694140;703224;712062;715047;720652;735631;750561;759424;761492;761642;769254;781044;800539;817288;821506;825020;831703;848957;864924;874144;877624;879088;888780;902056;919878;930522;941174;946276;954031;970202;990165;1000053;1002394;1003237;1012582;1025315;1043095;1053888;1061253;1065423;1071728;1088083;1107766;1117305;1120201;1123097;1130331;1144685;1159472;1174881;1183817;1189366;1198395;1214109;1231580;1242874;1246835;1247813;1255417;1269637;1286999;1296823;1303696;1308540;1316921;1335846;1355580;1367580;1371898;1373166;1381302;1394679;1413532;1427153;1434406;1440598;1449000;1468519;1488925;1501501;1506208;1506239;1514319;1528664;1543660;1558745;1566242;1570089;1580926;1598124;1617678;1629466;1633224;1633690;1641763;1656843;1676096;1688913;1697694;1702878;1710303;1728362;1749245;1761114;1763736;1764395;1772481;1789293;1813784;1833482;1840775;1849106;1860300;1883659;1906700;1921071;1927460;1927522;1933732;1945812;1965246;1980683;1989686;1994451;2005065;2024515;2045253;2057715;2061099;2061219;2068372;2084260;2105797;2122691;2130165;2135595;2146114;2168048;2187376;2200248;2203759;2204147;2211977
RE;Häselgehr;2196;4874;6664;7853;8109;9999;15039;19170;20660;22150;22323;22819;23906;26482;27192;27534;28185;30206;34703;40219;41735;42435;42642;44012;46110;49496;50678;51384;52975;54887;59064;64045;65568;66246;66493;67417;69411;70823;72515;73007;73492;75588;80505;86513;87825;88423;88507;88975;90634;93529;94915;95506;96363;97877;101383;106214;107589;107765;107783;108463;110332;113382;114966;115059;116137;117287;121692;125399;126058;126409;126411;127373;128893;130679;132424;132998;133559;134856;138293;140968;142275;142466;142489;143010;144281;147063;148331;149146;150205;152281;157889;162815;164233;164802;164940;165989;168138;171185;172851;173068;174255;175815;180057;184628;185817;186185;186217;187352;188501;190880;192092;192963;193854;195359;200297;205140;206580;207042;207137;208225;208788;211068;212106;213272;214088;215555;220648;225024;226460;227008;227556;228252;229396;231417;233179;234132;234960;237647;243307;247871;249746;250605;250799;251482;252913;255214;256021;256569;257788;259591;263987;269092;271150;271742;271822;272835;274127;275978;277735;278169;278991;280202;285067;290102;291912;292554;292632;293875;294772;296485;297694;298481;299392;302400;306605;311715;313854;315005;315176;316224;317894;321188;322183;323190;324642;326774;332513;338946;341079;342012;342436;343506;345943;348750;350718;351181;352833;353602;357592;361851;363466;364225;364245;364957;366237;368671;369849;370676;371567;374128;377729;382347;383628;384073;384117;384824;385845;387493;388197;388669;390202;391855;395354;399479;401382;402060;402164;402922
RE;Höfen;5495;12140;17185;18953;21007;25957;32506;40022;45305;47933;48250;52166;57298;64657;68399;70056;72821;78010;84750;92112;96115;98382;98697;102781;107450;114543;118510;118932;122219;125820;132983;140345;143890;146963;147239;151822;156370;161794;167231;169857;172185;176850;182989;191514;195524;198355;198901;202074;206853;214731;218810;220731;223074;227840;233953;241760;245870;247523;248501;251734;258011;265982;270429;271066;273707;277292;283969;291066;294924;297254;298233;301824;308407;316307;320296;322080;323785;328008;334362;341551;346560;348867;349578;353647;359407;366699;370066;372552;374597;378892;386233;393915;397365;400127;400906;404567;410183;418486;422808;423162;426322;429546;436942;444325;448131;450276;450580;454533;460554;468289;470992;472914;474486;478180;485028;492734;496502;498871;499027;502882;508199;515858;518680;520222;522523;526619;533479;540321;544257;547141;547616;551029;556168;561491;565546;567151;568258;572490;579706;586918;591375;594298;594571;598591;604193;612474;615469;617325;619340;623274;630842;639017;643848;647467;648096;652945;658692;668111;672634;673535;677073;682007;692003;702929;709098;714037;714534;719544;725277;732470;737620;739904;742023;748407;756770;766361;771713;775715;776326;780824;786194;794608;797297;798698;801975;806477;815195;825007;829902;833447;833951;837920;842501;850869;854873;855594;860378;864428;873888;884094;889076;892681;893205;896426;901159;909713;914102;916666;919820;926156;936167;946659;952045;956429;957533;961363;966500;975529;979992;982129;987902;993385;1003110;1013993;1019748;1023813;1025229;1029315
RE;Jungholz;12292;26265;37593;41931;47618;57047;66822;79085;91161;97687;98192;105318;116933;134182;143280;146274;151461;159199;169203;179817;190187;197163;197900;205851;217862;235214;244218;245569;251463;258593;267477;278812;288422;296139;297368;305139;316225;331548;343762;345584;350942;360582;367583;377792;387681;392676;392996;399458;410444;428013;435663;438484;443254;450183;456495;466570;475058;480593;481801;488113;500734;518006;530070;530646;535144;540816;547513;556328;564215;569136;570250;575780;586358;599284;605635;606758;609688;614693;619981;627925;635296;639800;639919;644998;652962;664303;668764;670672;673855;678108;683679;690554;697281;701749;702681;709617;718647;730689;736396;736765;741948;747219;753827;760874;768093;773918;774234;781424;790392;802413;807279;808615;812029;818503;825393;833601;840115;844390;845102;851338;860463;872048;876294;877394;880108;883818;888284;896253;902931;906041;906157;912263;921933;930355;936845;937683;939673;945118;950426;958693;965261;969075;969285;974566;983939;995081;999853;1001159;1004328;1009260;1015696;1024380;1031649;1035845;1036160;1041655;1049659;1061746;1067829;1068369;1072341;1075605;1082108;1091691;1098067;1101407;1102106;1107990;1115768;1124207;1130747;1131642;1134212;1138602;1143634;1152964;1158662;1162068;1162233;1168545;1176442;1188111;1192606;1193684;1196884;1201078;1207831;1217829;1224336;1226967;1227370;1233307;1241407;1254022;1260778;1261049;1265616;1268725;1276647;1287003;1293324;1296872;1297024;1301985;1310715;1321523;1326953;1328025;1331774;1338113;1346898;1359286;1366337;1370730;1371193;1377132;1387087;1399142;1405253;1406940;1412653;1417966;1426609;1437715;1444511;1449788;1450697;1456545
RE;Kaisers;410;751;1167;1626;1924;2375;3100;3670;4513;4853;4929;5397;5939;6421;6777;6961;7357;7856;8640;9340;10022;10223;10301;10779;11278;11673;12466;12712;13051;13691;14721;15802;16347;16865;16989;17448;17855;18265;19063;19361;19623;20395;21204;22360;23045;23338;23426;23757;23998;24972;25201;25481;25817;26278;27220;28537;29071;29337;29453;29833;30070;30710;31214;31244;31545;31971;33189;34216;34974;35247;35361;35745;36159;36779;37208;37245;37494;37823;38549;39602;40151;40330;40362;40590;40862;41701;42128;42391;42671;43320;44143;45246;45714;45877;45960;46186;46486;47063;47447;47601;48107;48629;49692;50670;51240;51533;51715;51963;52166;52599;52769;52966;53137;53490;54046;54998;55659;55858;55994;56282;56395;56590;56696;56734;56764;57226;57814;58572;59121;59260;59399;59641;60054;60281;60685;60921;61055;61566;62013;62625;63244;63424;63449;63633;63901;64222;64357;64553;64633;65136;65859;66850;67583;67990;68133;68417;68925;69656;70177;70449;70680;71086;72263;73549;74412;74794;74964;75408;76020;76364;77146;77179;77226;77904;78398;79549;80274;80449;80533;80836;81201;81659;82009;82197;82409;82940;83694;84679;85442;85613;85613;85904;86360;87056;87946;88154;88476;89096;90030;91433;92496;92988;92994;93631;94515;95590;96792;97381;97934;98476;99330;100547;101366;101792;101805;102347;103203;104573;105467;105619;105813;106382;107381;108636;109500;109873;109931;110427
RE;Lechaschau;2271;4870;6937;7645;8793;11693;15364;18627;21253;22976;23412;25338;27176;30425;32186;33220;34794;36835;39944;42883;45310;46909;47423;49241;51526;54554;56056;57388;58542;60357;63281;66935;69305;70601;71097;72783;74542;77955;79545;80604;81973;85044;87612;91459;93683;95777;96133;97887;99701;103825;105111;106230;107516;110151;113189;117743;120942;122672;123509;125310;127910;131162;133660;134163;136564;138696;142739;147181;149919;151375;151998;154070;156287;159593;161208;162312;163748;166747;170144;173867;176861;178690;179511;182062;184043;187106;188602;190298;192543;195343;199400;203521;206200;207900;208518;210662;212732;216492;218681;219732;221640;224590;228832;232903;235546;236904;237614;240485;242205;245442;246380;247420;249074;251422;255072;259767;262470;263408;263881;266380;268455;272008;272808;273458;275651;277582;281344;285677;288946;290244;290814;292815;295596;298482;300595;302190;303517;306509;310952;315856;319067;320319;321080;323374;326043;329386;330398;331855;334206;336650;341349;346421;349322;350765;351334;353556;356145;359999;362223;362860;365311;367870;373274;379708;383398;385340;386097;388795;390830;393622;395796;397011;399412;403244;408228;415332;419130;420995;421525;424255;426267;430147;431792;432949;435814;439300;444180;450485;454124;455926;456688;458920;461007;465261;467415;468346;471508;474537;480097;486873;491129;493796;494917;497329;499724;503437;505397;507183;510031;514266;520223;526669;530864;533578;534415;537163;539517;543584;545795;547069;551006;554773;560714;566873;570864;574139;575031;577734
RE;Lermoos;70451;147306;209848;220091;234101;269350;325550;383438;425429;445826;446775;478458;550929;628580;686709;698065;711568;742517;792559;846264;885267;900217;901070;934795;1004912;1088955;1149722;1158335;1176905;1204797;1255949;1312421;1347145;1361575;1362415;1395888;1462428;1537529;1594102;1602654;1616855;1649627;1694861;1758891;1796046;1813875;1815988;1850332;1917579;2000842;2055177;2069873;2090272;2117277;2159920;2220435;2254849;2269178;2273473;2303114;2381407;2466743;2543200;2551294;2570835;2598933;2647802;2703276;2737358;2751877;2757288;2789350;2863116;2947008;3005150;3019454;3031505;3059162;3101830;3147394;3178126;3192448;3199752;3233495;3300111;3378365;3425411;3442691;3460113;3489463;3537582;3584864;3617964;3637180;3641734;3682996;3755080;3843477;3911543;3925039;3949600;3980015;4031287;4087425;4124448;4149035;4160633;4206323;4277578;4360999;4407492;4427886;4449538;4483272;4536763;4600178;4638264;4663358;4675306;4721884;4791761;4875194;4930702;4949066;4973559;5009571;5064714;5129033;5170717;5194250;5206257;5247633;5319475;5390197;5453549;5467688;5484687;5524475;5576650;5637007;5675432;5700828;5713298;5751638;5822490;5905180;5957155;5976944;5999069;6034881;6089416;6148393;6188942;6212490;6223242;6266106;6337816;6428756;6490786;6505871;6529604;6563613;6620665;6688035;6727277;6754952;6767525;6813454;6880668;6957178;7017384;7034491;7053953;7094790;7149320;7219762;7261267;7292389;7305454;7351970;7420206;7508216;7560493;7580356;7606320;7647979;7708131;7782495;7828380;7856459;7873353;7917362;7987631;8081037;8153669;8169493;8198707;8237399;8305158;8381374;8429353;8462089;8476095;8512137;8584551;8670254;8728453;8748699;8768084;8815153;8884224;8959578;9007948;9040171;9055301;9096727;9173639;9262074;9328277;9347155;9379768;9423851;9499176;9575271;9625388;9658816;9673085;9717351
RE;Musau;0;0;18;34;85;539;1580;2891;3661;4124;4124;4124;4124;4124;4124;4146;4227;4790;5860;6574;7105;7212;7212;7268;7309;7309;7309;7325;7690;7970;8742;9680;10511;10552;10667;10752;10774;10821;10872;10872;11049;11831;12541;13640;14696;14786;14786;14851;14917;14999;15001;15016;15124;15693;16437;17548;18431;18433;18508;18520;18584;18648;18648;18684;19020;19487;20349;21453;21965;22076;22076;22096;22214;22279;22303;22303;22699;23507;25218;26418;27398;28237;28237;28475;28485;28557;28565;28597;29544;30808;32177;33669;35157;37111;37293;37463;37546;37602;37657;37669;38474;39807;41713;43652;46248;47042;47116;47288;47371;47523;47626;47663;47911;49092;50852;52956;54442;54782;54890;55044;55125;55292;55419;55419;56055;56798;58134;59896;61106;61412;61436;61492;61599;61633;61705;61793;61921;62806;63091;63551;63885;64146;64172;64253;64280;64463;64610;64641;65022;65559;66481;67051;67391;67626;67626;67779;67948;68176;68390;68517;68694;69111;69511;70110;70412;70534;70534;70598;70623;70708;70799;70962;71231;71568;72129;72601;73047;73414;73493;73575;73668;73812;73889;74042;74407;74845;75517;76277;76898;77407;77624;77875;78150;78436;78696;78938;79289;79492;79918;80464;80742;81085;81218;81415;81605;81942;82106;82309;82907;83846;84724;85637;86078;86351;86461;86713;87000;87278;87386;87575;88123;89092;89910;90773;91637;92094;92226;92478
RE;Namlos;517;841;1366;1647;1871;2390;2845;3915;4719;5369;5369;5910;6313;6695;7029;7491;7675;8460;9405;10500;11244;11591;11728;12195;12690;13400;14079;14144;14459;14825;15656;16755;17598;17969;17969;18403;18804;19554;20158;20434;20742;21218;21943;23193;23917;24200;24279;24767;25194;26237;26791;26873;27242;27911;28735;29715;30428;30706;30747;31256;31877;32736;33478;33559;33861;34454;35287;36147;36863;37357;37405;38011;38393;39328;39793;40135;40336;40964;41682;42638;43361;43640;43736;44081;44545;45405;45702;45900;46362;48235;48869;49826;50410;50772;50902;51314;52044;53226;53632;53700;54161;54592;55428;56352;56971;57368;57378;57760;58410;59345;59603;59983;60162;60554;61319;62284;62936;63226;63246;63704;64187;64962;65240;65417;65593;65952;66473;67274;67770;68107;68115;68442;69045;69466;69915;70045;70157;70624;71280;71988;72481;72857;72878;73196;73753;74491;74822;74934;75192;75578;76209;77241;77831;78174;78195;78583;79242;80369;80983;80998;81280;81604;82338;83589;84224;84577;84577;85083;85705;86395;87123;87248;87404;87934;88646;89609;90320;90792;90800;91262;91853;92821;93361;93579;93897;94435;95081;96278;96970;97418;97432;97783;98428;99303;99950;100055;100542;101071;101794;102713;103466;103931;103939;104256;104964;105775;106495;106639;106906;107542;108356;109287;110148;110493;110581;110881;111609;112715;113443;113495;113886;114575;115368;116291;116961;117435;117474;117784
